,State_Name,Year,Poll,District,LB_Type,LB_Code,LB_Name,Ward_Name,Ward_No,Ward_Reservation,OSN,Candidate_Name,Party,Votes,Position,Status,N_Cand,Valid_Votes,Rejected_Votes,Total_Votes,Total_Electors
1680,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 1,BC(W),1.0,Aggu Laxmi,BJP,1590.0,2,,6,4238.0,100,4338.0,5545
1681,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 1,BC(W),2.0,KORVA LALITHA,TRS,1817.0,1,Elected,6,4238.0,100,4338.0,5545
1682,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 1,BC(W),3.0,KORVA SINDU,INC,443.0,3,,6,4238.0,100,4338.0,5545
1683,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 1,BC(W),4.0,KORVA BHAGYA LAXMI,IND,96.0,6,,6,4238.0,100,4338.0,5545
1684,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 1,BC(W),5.0,PADDABBU RAMYA,IND,185.0,4,,6,4238.0,100,4338.0,5545
1685,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 1,BC(W),6.0,MAGIRI LAVANYA,IND,98.0,5,,6,4238.0,100,4338.0,5545
16200,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 1,BC(W),,NOTA,,9.0,7,,6,4238.0,100,4338.0,5545
1736,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 10,BC(W),1.0,Arshiya Firdouse,INC,700.0,2,,6,2386.0,49,2435.0,4437
1737,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 10,BC(W),2.0,Pallapu Laxmi,TDP,19.0,6,,6,2386.0,49,2435.0,4437
1738,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 10,BC(W),3.0,Putta Jayalaxmi,BJP,597.0,3,,6,2386.0,49,2435.0,4437
1739,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 10,BC(W),4.0,Bodigam Komal,TRS,880.0,1,Elected,6,2386.0,49,2435.0,4437
1740,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 10,BC(W),5.0,Laxmi Gopa Raju,IND,89.0,5,,6,2386.0,49,2435.0,4437
1741,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 10,BC(W),6.0,Lyyakat Begam,IND,92.0,4,,6,2386.0,49,2435.0,4437
16209,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 10,BC(W),,NOTA,,9.0,7,,6,2386.0,49,2435.0,4437
1742,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 11,BC(G),1.0,Md Kareemuddin,INC,141.0,5,,7,2810.0,71,2881.0,5086
1743,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 11,BC(G),2.0,Gondala Suresh Babu,BJP,191.0,4,,7,2810.0,71,2881.0,5086
1744,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 11,BC(G),3.0,Dandu Neethu Kiran,TRS,1468.0,1,Elected,7,2810.0,71,2881.0,5086
1745,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 11,BC(G),4.0,M A Waheed Aveas,AIMIM,617.0,2,,7,2810.0,71,2881.0,5086
1746,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 11,BC(G),5.0,Shaik Imran,TDP,16.0,6,,7,2810.0,71,2881.0,5086
1747,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 11,BC(G),6.0,Badhar Bee,TJSP,6.0,7,,7,2810.0,71,2881.0,5086
1748,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 11,BC(G),7.0,Mohammadi Begum,IND,344.0,3,,7,2810.0,71,2881.0,5086
16210,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 11,BC(G),,NOTA,,27.0,8,,7,2810.0,71,2881.0,5086
1749,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),1.0,Nigar Fathima,TDP,80.0,5,,12,2732.0,76,2808.0,4790
1750,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),2.0,Mohammed Mateen,TRS,707.0,2,,12,2732.0,76,2808.0,4790
1751,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),3.0,Mohammed Younus Younus,INC,73.0,6,,12,2732.0,76,2808.0,4790
1752,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),4.0,Meer Irshad Ali,AIMIM,1338.0,1,Elected,12,2732.0,76,2808.0,4790
1753,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),5.0,Salam Bin YAHIYA,TJSP,4.0,10,,12,2732.0,76,2808.0,4790
1754,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),6.0,Feroz Khan,IND,0.0,12,,12,2732.0,76,2808.0,4790
1755,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),7.0,Mohammed Anessuddin,IND,3.0,11,,12,2732.0,76,2808.0,4790
1756,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),8.0,Younus Khan,IND,42.0,7,,12,2732.0,76,2808.0,4790
1757,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),9.0,Rizwan Ahmed Khan,IND,15.0,9,,12,2732.0,76,2808.0,4790
1758,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),10.0,Shaik Ismail,IND,91.0,4,,12,2732.0,76,2808.0,4790
1759,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),11.0,shaik Suliman,IND,343.0,3,,12,2732.0,76,2808.0,4790
1760,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),12.0,Syed Bilal,IND,32.0,8,,12,2732.0,76,2808.0,4790
16211,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 12,UR(G),,NOTA,,4.0,13,,12,2732.0,76,2808.0,4790
1761,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 13,UR(G),1.0,ABDUL QAYYUM MOHAMMED,TRS,522.0,4,,7,3423.0,72,3495.0,4738
1762,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 13,UR(G),2.0,KETHAVATH RAM SING,INC,76.0,5,,7,3423.0,72,3495.0,4738
1763,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 13,UR(G),3.0,K NAGESH,BJP,602.0,3,,7,3423.0,72,3495.0,4738
1764,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 13,UR(G),4.0,MOHAMMED HAROON KHAN,AIMIM,1213.0,1,Elected,7,3423.0,72,3495.0,4738
1765,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 13,UR(G),5.0,NINGARVAI NARSIMLU,IND,21.0,6,,7,3423.0,72,3495.0,4738
1766,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 13,UR(G),6.0,SHAIK NAZEER,IND,8.0,7,,7,3423.0,72,3495.0,4738
1767,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 13,UR(G),7.0,D HARI CHAND,IND,972.0,2,,7,3423.0,72,3495.0,4738
16212,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 13,UR(G),,NOTA,,9.0,8,,7,3423.0,72,3495.0,4738
1768,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),1.0,MALYALA GOVARDHAN,CPM,136.0,5,,14,3033.0,41,3074.0,4722
1769,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),2.0,MOHAMMED IDREES KHAN,AIMIM,1491.0,1,Elected,14,3033.0,41,3074.0,4722
1770,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),3.0,MOHAMMED MASOOD AHMED,INC,276.0,4,,14,3033.0,41,3074.0,4722
1771,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),4.0,MIR MAJAZ ALI,TRS,657.0,2,,14,3033.0,41,3074.0,4722
1772,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),5.0,M RANJITH,BJP,300.0,3,,14,3033.0,41,3074.0,4722
1773,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),6.0,BILLY LAXMAN,IND,10.0,10,,14,3033.0,41,3074.0,4722
1774,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),7.0,MASHALAKAR SHIVA KUMAR,IND,2.0,13,,14,3033.0,41,3074.0,4722
1775,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),8.0,MOHAMMAD NOORUDDIN,IND,0.0,14,,14,3033.0,41,3074.0,4722
1776,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),9.0,M D AKBAR KHAN,IND,26.0,7,,14,3033.0,41,3074.0,4722
1777,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),10.0,SHARUK KHAN,IND,12.0,8,,14,3033.0,41,3074.0,4722
1778,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),11.0,SHAIK AZEEM UDDIN,IND,4.0,12,,14,3033.0,41,3074.0,4722
1779,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),12.0,SAMEER KHAN M D,IND,94.0,6,,14,3033.0,41,3074.0,4722
1780,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),13.0,SYED SHAKEEL,IND,7.0,11,,14,3033.0,41,3074.0,4722
1781,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),14.0,SYED SALMAN ATHER,IND,11.0,9,,14,3033.0,41,3074.0,4722
16213,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 14,UR(G),,NOTA,,7.0,15,,14,3033.0,41,3074.0,4722
1782,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 15,UR(W),1.0,KAVITHA CHERUKURI,BJP,296.0,3,,7,3831.0,96,3927.0,5363
1783,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 15,UR(W),2.0,THUTIKURA GANGAMANI,INC,227.0,5,,7,3831.0,96,3927.0,5363
1784,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 15,UR(W),3.0,MUCHKUR LAVANYA,TRS,1700.0,1,Elected,7,3831.0,96,3927.0,5363
1785,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 15,UR(W),4.0,SHAHEEN BEGUM,AIMIM,1172.0,2,,7,3831.0,96,3927.0,5363
1786,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 15,UR(W),5.0,ASIFA TARANUM,IND,276.0,4,,7,3831.0,96,3927.0,5363
1787,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 15,UR(W),6.0,JERRI POTHULA KAVITHA,IND,20.0,7,,7,3831.0,96,3927.0,5363
1788,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 15,UR(W),7.0,WAHEEDA BEGUM,IND,129.0,6,,7,3831.0,96,3927.0,5363
16214,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 15,UR(W),,NOTA,,11.0,8,,7,3831.0,96,3927.0,5363
1789,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 16,UR(W),1.0,ANITHA PANCHAREDDY,TRS,1166.0,2,,5,3396.0,76,3472.0,5192
1790,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 16,UR(W),2.0,PANCHAREDDY NITYA,INC,621.0,3,,5,3396.0,76,3472.0,5192
1791,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 16,UR(W),3.0,PANCHAREDDY PRAVALLIKA,BJP,1354.0,1,Elected,5,3396.0,76,3472.0,5192
1792,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 16,UR(W),4.0,Zareena Begum,IND,22.0,5,,5,3396.0,76,3472.0,5192
1793,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 16,UR(W),5.0,Sunita Sarda,IND,222.0,4,,5,3396.0,76,3472.0,5192
16215,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 16,UR(W),,NOTA,,11.0,6,,5,3396.0,76,3472.0,5192
1794,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 17,BC(W),1.0,JALA KRISHNA VENI,INC,459.0,3,,7,3240.0,74,3314.0,5189
1795,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 17,BC(W),2.0,PIPPERA VIJAYA,BJP,1236.0,2,,7,3240.0,74,3314.0,5189
1796,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 17,BC(W),3.0,MAYAWAR SAVITHA,TRS,1334.0,1,Elected,7,3240.0,74,3314.0,5189
1797,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 17,BC(W),4.0,AKULA SUJATHA,IND,41.0,5,,7,3240.0,74,3314.0,5189
1798,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 17,BC(W),5.0,CHATLA SUSHMA RANI,IND,98.0,4,,7,3240.0,74,3314.0,5189
1799,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 17,BC(W),6.0,NYAMTHABAD SHYAMALA,IND,23.0,6,,7,3240.0,74,3314.0,5189
1800,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 17,BC(W),7.0,BANDARAM VARALAXMI,IND,23.0,7,,7,3240.0,74,3314.0,5189
16216,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 17,BC(W),,NOTA,,26.0,8,,7,3240.0,74,3314.0,5189
1801,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 18,SC(W),1.0,TADIMALLA LALITHA,BJP,805.0,2,,8,2941.0,33,2974.0,4639
1802,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 18,SC(W),2.0,D PRAMILA,INC,79.0,6,,8,2941.0,33,2974.0,4639
1803,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 18,SC(W),3.0,NIRMALA GONTI,TRS,641.0,3,,8,2941.0,33,2974.0,4639
1804,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 18,SC(W),4.0,ASAD DEEPA,IND,9.0,8,,8,2941.0,33,2974.0,4639
1805,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 18,SC(W),5.0,DHAMMAI PRIYANKA,IND,82.0,5,,8,2941.0,33,2974.0,4639
1806,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 18,SC(W),6.0,PANGA POOJA RANI,IND,30.0,7,,8,2941.0,33,2974.0,4639
1807,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 18,SC(W),7.0,YAMUNA MARATI,IND,1052.0,1,Elected,8,2941.0,33,2974.0,4639
1808,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 18,SC(W),8.0,SULOCHANA,IND,218.0,4,,8,2941.0,33,2974.0,4639
16217,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 18,SC(W),,NOTA,,25.0,9,,8,2941.0,33,2974.0,4639
1809,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 19,UR(W),1.0,Gopu Pragna,INC,549.0,3,,4,2845.0,54,2899.0,5470
1810,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 19,UR(W),2.0,Podduturi Lavanya,TRS,736.0,2,,4,2845.0,54,2899.0,5470
1811,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 19,UR(W),3.0,Meesala Savitha,BJP,1515.0,1,Elected,4,2845.0,54,2899.0,5470
1812,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 19,UR(W),4.0,Gachula Chinnamma,IND,31.0,4,,4,2845.0,54,2899.0,5470
16218,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 19,UR(W),,NOTA,,14.0,5,,4,2845.0,54,2899.0,5470
1686,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 2,ST(G),1.0,MALAVATH RAISINGH,TRS,1562.0,1,Elected,6,3991.0,59,4050.0,5165
1687,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 2,ST(G),2.0,RATHOD AMBER SINGH,BJP,1197.0,2,,6,3991.0,59,4050.0,5165
1688,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 2,ST(G),3.0,SUBHASH JADAV,INC,25.0,4,,6,3991.0,59,4050.0,5165
1689,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 2,ST(G),4.0,CHINNA GANGADHAR KOTHADI,IND,16.0,5,,6,3991.0,59,4050.0,5165
1690,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 2,ST(G),5.0,MALAVATH NAGESH,IND,9.0,6,,6,3991.0,59,4050.0,5165
1691,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 2,ST(G),6.0,RAMCHANDER MATTA,IND,1180.0,3,,6,3991.0,59,4050.0,5165
16201,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 2,ST(G),,NOTA,,2.0,7,,6,3991.0,59,4050.0,5165
1813,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 20,UR(G),1.0,Gundra Johnson,TDP,17.0,7,,8,2873.0,17,2890.0,4592
1814,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 20,UR(G),2.0,Nyalam Narsaiah,BJP,1466.0,1,Elected,8,2873.0,17,2890.0,4592
1815,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 20,UR(G),3.0,Mada Shyamendhar,INC,162.0,3,,8,2873.0,17,2890.0,4592
1816,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 20,UR(G),4.0,Sujan N,TRS,1098.0,2,,8,2873.0,17,2890.0,4592
1817,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 20,UR(G),5.0,Syed Abdul Arbaaz,TJSP,19.0,5,,8,2873.0,17,2890.0,4592
1818,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 20,UR(G),6.0,Syed Umer,SFBP,6.0,8,,8,2873.0,17,2890.0,4592
1819,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 20,UR(G),7.0,N.Anand,IND,76.0,4,,8,2873.0,17,2890.0,4592
1820,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 20,UR(G),8.0,Bondili Naresh,IND,18.0,6,,8,2873.0,17,2890.0,4592
16219,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 20,UR(G),,NOTA,,11.0,9,,8,2873.0,17,2890.0,4592
1821,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 21,BC(W),1.0,Khanees Fathima,INC,73.0,3,,4,2862.0,28,2890.0,4913
1822,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 21,BC(W),2.0,Panchareddy Narsubai,TRS,1463.0,1,Elected,4,2862.0,28,2890.0,4913
1823,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 21,BC(W),3.0,Bobbili Suvarna,BJP,1284.0,2,,4,2862.0,28,2890.0,4913
1824,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 21,BC(W),4.0,Heena Firdowsi,TJSP,33.0,4,,4,2862.0,28,2890.0,4913
16220,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 21,BC(W),,NOTA,,9.0,5,,4,2862.0,28,2890.0,4913
1825,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 22,UR(W),1.0,ALMAS SULTHANA,INC,93.0,3,,3,3029.0,37,3066.0,5305
1826,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 22,UR(W),2.0,Pothula Sulochana,TRS,1312.0,2,,3,3029.0,37,3066.0,5305
1827,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 22,UR(W),3.0,Panchareddy Lavanya,BJP,1607.0,1,Elected,3,3029.0,37,3066.0,5305
16221,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 22,UR(W),,NOTA,,17.0,4,,3,3029.0,37,3066.0,5305
1828,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 23,UR(G),1.0,Palthi Ravi Kumar,TRS,688.0,2,,3,3100.0,35,3135.0,5259
1829,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 23,UR(G),2.0,Mallesh Yadav Mekala,BJP,1790.0,1,Elected,3,3100.0,35,3135.0,5259
1830,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 23,UR(G),3.0,Sai Reddy Manthena,INC,602.0,3,,3,3100.0,35,3135.0,5259
16222,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 23,UR(G),,NOTA,,20.0,4,,3,3100.0,35,3135.0,5259
1831,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 24,BC(W),1.0,Gangamani Enagandula,TRS,319.0,3,,7,2968.0,24,2992.0,4525
1832,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 24,BC(W),2.0,Pola Usha,INC,67.0,4,,7,2968.0,24,2992.0,4525
1833,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 24,BC(W),3.0,Sumithra Devi. E,BJP,1931.0,1,Elected,7,2968.0,24,2992.0,4525
1834,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 24,BC(W),4.0,Ananthoju Anuradha,IND,47.0,6,,7,2968.0,24,2992.0,4525
1835,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 24,BC(W),5.0,Gentyala Gangamani,IND,13.0,7,,7,2968.0,24,2992.0,4525
1836,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 24,BC(W),6.0,TELU LAXMI,IND,519.0,2,,7,2968.0,24,2992.0,4525
1837,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 24,BC(W),7.0,VANAMALA MADHAVI,IND,53.0,5,,7,2968.0,24,2992.0,4525
16223,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 24,BC(W),,NOTA,,19.0,8,,7,2968.0,24,2992.0,4525
1838,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 25,BC(G),1.0,GANGARAJU KASTHURI,TRS,508.0,3,,8,3111.0,57,3168.0,4972
1839,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 25,BC(G),2.0,CHINTHAKAYALA RAJENDER,INC,647.0,2,,8,3111.0,57,3168.0,4972
1840,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 25,BC(G),3.0,BANDARI GANGADHAR,TDP,24.0,7,,8,3111.0,57,3168.0,4972
1841,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 25,BC(G),4.0,SIRIGADA DARMAPURI,BJP,1452.0,1,Elected,8,3111.0,57,3168.0,4972
1842,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 25,BC(G),5.0,CHANDRASHEKAR RAPELLI,IND,24.0,8,,8,3111.0,57,3168.0,4972
1843,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 25,BC(G),6.0,PERLA NARESH,IND,125.0,5,,8,3111.0,57,3168.0,4972
1844,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 25,BC(G),7.0,BINGI MOHAN,IND,83.0,6,,8,3111.0,57,3168.0,4972
1845,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 25,BC(G),8.0,VANAMALA KRISHNA,IND,224.0,4,,8,3111.0,57,3168.0,4972
16224,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 25,BC(G),,NOTA,,24.0,9,,8,3111.0,57,3168.0,4972
1846,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 26,BC(W),1.0,TAMBAKU CHANDRAKALA,INC,70.0,4,,5,3238.0,41,3279.0,5329
1847,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 26,BC(W),2.0,BANTU VAISHNAVI,BJP,1871.0,1,Elected,5,3238.0,41,3279.0,5329
1848,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 26,BC(W),3.0,SUVARNA S,TRS,1166.0,2,,5,3238.0,41,3279.0,5329
1849,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 26,BC(W),4.0,CHITTY JAYASRI,IND,28.0,5,,5,3238.0,41,3279.0,5329
1850,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 26,BC(W),5.0,THOTA MOUNIKA,IND,84.0,3,,5,3238.0,41,3279.0,5329
16225,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 26,BC(W),,NOTA,,19.0,6,,5,3238.0,41,3279.0,5329
1851,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),1.0,BUMPAKA JOHNSON,INC,53.0,3,,9,3059.0,37,3096.0,5024
1852,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),2.0,RANGU SEETHARAM,TRS,612.0,2,,9,3059.0,37,3096.0,5024
1853,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),3.0,SUNKARI NARAYANA,BJP,2231.0,1,Elected,9,3059.0,37,3096.0,5024
1854,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),4.0,CHENNA RAMANA,IND,18.0,7,,9,3059.0,37,3096.0,5024
1855,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),5.0,TATIKONDA SATHISH,IND,46.0,4,,9,3059.0,37,3096.0,5024
1856,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),6.0,NAROTE SURENDER,IND,31.0,5,,9,3059.0,37,3096.0,5024
1857,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),7.0,PENTI DEVIDAS,IND,13.0,9,,9,3059.0,37,3096.0,5024
1858,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),8.0,BATRAJ SACHIN KUMAR,IND,18.0,8,,9,3059.0,37,3096.0,5024
1859,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),9.0,MALVEKAR GAJANAND,IND,22.0,6,,9,3059.0,37,3096.0,5024
16226,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 27,BC(G),,NOTA,,15.0,10,,9,3059.0,37,3096.0,5024
1860,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),1.0,NASREEN SULTANA,AIMIM,620.0,3,,15,3383.0,55,3438.0,5710
1861,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),2.0,PUPPALA VIJAYA,TRS,378.0,4,,15,3383.0,55,3438.0,5710
1862,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),3.0,MATAM REVATHI,INC,223.0,6,,15,3383.0,55,3438.0,5710
1863,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),4.0,E.MAMATHA,BJP,1019.0,1,Elected,15,3383.0,55,3438.0,5710
1864,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),5.0,Suvarna,IND,22.0,10,,15,3383.0,55,3438.0,5710
1865,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),6.0,KAJJAPU DHANALAXMI,IND,5.0,14,,15,3383.0,55,3438.0,5710
