,State_Name,Year,Poll,District,LB_Type,LB_Code,LB_Name,Ward_Name,Ward_No,Ward_Reservation,OSN,Candidate_Name,Party,Votes,Position,Status,N_Cand,Valid_Votes,Rejected_Votes,Total_Votes,Total_Electors
8327,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 22,UR(W),3.0,SADDI SHOBHA,INC,166.0,3,,5,918.0,8,926.0,1700
8328,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 22,UR(W),4.0,DATRIKA SAI RAJANI,IND,171.0,2,,5,918.0,8,926.0,1700
8329,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 22,UR(W),5.0,MANGA DEVI KARDAS,AIFB,74.0,5,,5,918.0,8,926.0,1700
17648,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 22,UR(W),,NOTA,,4.0,6,,5,918.0,8,926.0,1700
8330,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 23,BC(G),1.0,KOWDE MAHESH,INC,419.0,1,Elected,6,1100.0,12,1112.0,1606
8331,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 23,BC(G),2.0,DHATRIKA LAXMAN,BJP,166.0,3,,6,1100.0,12,1112.0,1606
8332,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 23,BC(G),3.0,ARE GEETHA,TRS,285.0,2,,6,1100.0,12,1112.0,1606
8333,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 23,BC(G),4.0,MOLANGIRI CHANDRASHEKAR,IND,36.0,6,,6,1100.0,12,1112.0,1606
8334,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 23,BC(G),5.0,PENJARALA LAKSHMI,AIFB,78.0,5,,6,1100.0,12,1112.0,1606
8335,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 23,BC(G),6.0,MAILA MAHENDER,IND,112.0,4,,6,1100.0,12,1112.0,1606
17649,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 23,BC(G),,NOTA,,4.0,7,,6,1100.0,12,1112.0,1606
8231,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 3,SC(G),1.0,JAKATA DEVARAJ,TRS,635.0,1,Elected,6,1177.0,10,1187.0,1558
8232,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 3,SC(G),2.0,JAKATA BALAKISHAN,BJP,35.0,5,,6,1177.0,10,1187.0,1558
8233,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 3,SC(G),3.0,JAKATA PREMDAS,IND,179.0,3,,6,1177.0,10,1187.0,1558
8234,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 3,SC(G),4.0,JAIPAL DUNDIGALLA,IND,11.0,6,,6,1177.0,10,1187.0,1558
8235,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 3,SC(G),5.0,GADDAM PRADEEP,IND,43.0,4,,6,1177.0,10,1187.0,1558
8236,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 3,SC(G),6.0,GADDAM M ANAND KUMAR,INC,271.0,2,,6,1177.0,10,1187.0,1558
17629,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 3,SC(G),,NOTA,,3.0,7,,6,1177.0,10,1187.0,1558
8237,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 4,SC(G),1.0,PAPANNAGARI ARJUN,IND,22.0,3,,5,1206.0,9,1215.0,1596
8238,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 4,SC(G),2.0,THONTA YADAIAH,INC,573.0,2,,5,1206.0,9,1215.0,1596
8239,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 4,SC(G),3.0,TUDUM GANESH,TRS,594.0,1,Elected,5,1206.0,9,1215.0,1596
8240,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 4,SC(G),4.0,DABILPURAM PARASHURAM,AIFB,4.0,5,,5,1206.0,9,1215.0,1596
8241,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 4,SC(G),5.0,P.ANJANEYULU,BJP,9.0,4,,5,1206.0,9,1215.0,1596
17630,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 4,SC(G),,NOTA,,4.0,6,,5,1206.0,9,1215.0,1596
8242,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 5,UR(G),1.0,SHIVARATHRI THIRUPATHI,IND,32.0,6,,7,960.0,17,977.0,1633
8243,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 5,UR(G),2.0,R RAVI,BJP,17.0,7,,7,960.0,17,977.0,1633
8244,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 5,UR(G),3.0,PENJARLA NARSIMHA SWAMY,IND,297.0,1,Elected,7,960.0,17,977.0,1633
8245,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 5,UR(G),4.0,MERUGU MOHAN REDDY,TRS,148.0,3,,7,960.0,17,977.0,1633
8246,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 5,UR(G),5.0,RANJITH MUDHIRAJ NADIKOPPU,INC,59.0,5,,7,960.0,17,977.0,1633
8247,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 5,UR(G),6.0,Mahammad Hafeez Ahmed,IND,262.0,2,,7,960.0,17,977.0,1633
8248,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 5,UR(G),7.0,Vemula Satyanarayana Reddy,AIFB,145.0,4,,7,960.0,17,977.0,1633
17631,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 5,UR(G),,NOTA,,0.0,8,,7,960.0,17,977.0,1633
8249,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 6,BC(G),1.0,RAMANNAGARI MANIKANTA GOUD,TRS,71.0,1,Elected,3,108.0,15,123.0,1591
8250,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 6,BC(G),2.0,SAKARABOINA VENKATESH,BJP,32.0,2,,3,108.0,15,123.0,1591
8251,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 6,BC(G),3.0,Nadikoppu Narsing Rao,INC,2.0,3,,3,108.0,15,123.0,1591
17632,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 6,BC(G),,NOTA,,3.0,4,,3,108.0,15,123.0,1591
8252,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 7,ST(G),1.0,KUTHADI NARSING RAO,INC,443.0,2,,5,1209.0,19,1228.0,1704
8253,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 7,ST(G),2.0,NEMALI YADAGIRI,IND,34.0,4,,5,1209.0,19,1228.0,1704
8254,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 7,ST(G),3.0,SAMUDRAM VINOD,IND,109.0,3,,5,1209.0,19,1228.0,1704
8255,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 7,ST(G),4.0,SAI KUMAR SAMUDRAM,BJP,22.0,5,,5,1209.0,19,1228.0,1704
8256,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 7,ST(G),5.0,SAMUDRAM SAI KUMAR,TRS,594.0,1,Elected,5,1209.0,19,1228.0,1704
17633,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 7,ST(G),,NOTA,,7.0,6,,5,1209.0,19,1228.0,1704
8257,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 8,BC(G),1.0,D RAMASWAMY,TRS,216.0,3,,6,1189.0,10,1199.0,1541
8258,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 8,BC(G),2.0,MOHAMMED KHASIM,IND,254.0,2,,6,1189.0,10,1199.0,1541
8259,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 8,BC(G),3.0,NADIKOPPU NAGARAJ,INC,491.0,1,Elected,6,1189.0,10,1199.0,1541
8260,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 8,BC(G),4.0,DASHARATH SAKARABOINA,BJP,15.0,5,,6,1189.0,10,1199.0,1541
8261,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 8,BC(G),5.0,DONTHARABOINA SHANKER,IND,201.0,4,,6,1189.0,10,1199.0,1541
8262,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 8,BC(G),6.0,NADIKOPPU LINGAM,IND,7.0,6,,6,1189.0,10,1199.0,1541
17634,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 8,BC(G),,NOTA,,5.0,7,,6,1189.0,10,1199.0,1541
8263,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 9,UR(W),1.0,BOKKA LAKSHMI DEVI,INC,111.0,3,,4,1536.0,14,1550.0,1674
8264,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 9,UR(W),2.0,VANGETI LAVANYA,TRS,673.0,2,,4,1536.0,14,1550.0,1674
8265,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 9,UR(W),3.0,LAVANYA VANGETI,BJP,728.0,1,Elected,4,1536.0,14,1550.0,1674
8266,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 9,UR(W),4.0,MUKKERA NAVANEETHA,AIFB,23.0,4,,4,1536.0,14,1550.0,1674
17635,Telangana,2020,0,Medchal-Malkajgiri,MCL,69,Medchal,, 9,UR(W),,NOTA,,1.0,5,,4,1536.0,14,1550.0,1674
8336,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 1,BC(G),1.0,SARITHA CHINTHALA ALIAS SAJIDHA BEGUM,INC,623.0,1,Elected,4,1470.0,11,1481.0,2141
8337,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 1,BC(G),2.0,MUNIGANTI SURESH,BJP,417.0,2,,4,1470.0,11,1481.0,2141
8338,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 1,BC(G),3.0,ARIGE RAMULU,TRS,405.0,3,,4,1470.0,11,1481.0,2141
8339,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 1,BC(G),4.0,ASHA BINDU,TDP,15.0,4,,4,1470.0,11,1481.0,2141
17650,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 1,BC(G),,NOTA,,10.0,5,,4,1470.0,11,1481.0,2141
8367,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 10,BC(W),1.0,BOLLABOINA LALITHA,IND,316.0,2,,4,1079.0,8,1087.0,2098
8368,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 10,BC(W),2.0,SURVI SWAPNA GOUD,INC,288.0,3,,4,1079.0,8,1087.0,2098
8369,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 10,BC(W),3.0,KOTTE DIVYA,TRS,336.0,1,Elected,4,1079.0,8,1087.0,2098
8370,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 10,BC(W),4.0,JUPALLY SRI LAXMI,BJP,131.0,4,,4,1079.0,8,1087.0,2098
17659,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 10,BC(W),,NOTA,,8.0,5,,4,1079.0,8,1087.0,2098
8371,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 11,UR(W),1.0,RYALA PRIYANKA,INC,542.0,1,Elected,5,1202.0,10,1212.0,2151
8372,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 11,UR(W),2.0,V TANUJA,IND,21.0,5,,5,1202.0,10,1212.0,2151
8373,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 11,UR(W),3.0,MUDRAGANAM NAVANEETHA,TRS,186.0,4,,5,1202.0,10,1212.0,2151
8374,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 11,UR(W),4.0,L MAMATHA,BJP,219.0,3,,5,1202.0,10,1212.0,2151
8375,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 11,UR(W),5.0,MAMIDI SABITHA,IND,228.0,2,,5,1202.0,10,1212.0,2151
17660,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 11,UR(W),,NOTA,,6.0,6,,5,1202.0,10,1212.0,2151
8376,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 12,UR(W),1.0,ANNAPURNA A,BJP,121.0,3,,5,1355.0,11,1366.0,2370
8377,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 12,UR(W),2.0,RENUKA MOKU,TRS,692.0,1,Elected,5,1355.0,11,1366.0,2370
8378,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 12,UR(W),3.0,MANASA KOWKUTLA,INC,536.0,2,,5,1355.0,11,1366.0,2370
8379,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 12,UR(W),4.0,DEEPA MOKU,IND,0.0,5,,5,1355.0,11,1366.0,2370
8380,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 12,UR(W),5.0,SARASWATHI MOKU,IND,1.0,4,,5,1355.0,11,1366.0,2370
17661,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 12,UR(W),,NOTA,,5.0,6,,5,1355.0,11,1366.0,2370
8381,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 13,UR(G),1.0,BANDARI SRIKANTH YADAV,IND,199.0,3,,6,1187.0,11,1198.0,1958
8382,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 13,UR(G),2.0,JALABINA VINOD YADAV,IND,8.0,6,,6,1187.0,11,1198.0,1958
8383,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 13,UR(G),3.0,RYALA ASHOK YADAV,INC,402.0,2,,6,1187.0,11,1198.0,1958
8384,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 13,UR(G),4.0,JALABOINA RAGHAVENDRA YADAV,IND,23.0,5,,6,1187.0,11,1198.0,1958
8385,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 13,UR(G),5.0,MALLESH YADAV BANDARI,TRS,467.0,1,Elected,6,1187.0,11,1198.0,1958
8386,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 13,UR(G),6.0,THADISNIA SURYA SHEKAR REDDY,BJP,78.0,4,,6,1187.0,11,1198.0,1958
17662,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 13,UR(G),,NOTA,,10.0,7,,6,1187.0,11,1198.0,1958
8387,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 14,BC(G),1.0,BIJJA SRINU GOUD,TRS,799.0,1,Elected,3,1020.0,12,1032.0,1995
8388,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 14,BC(G),2.0,D NARSING RAO,INC,169.0,2,,3,1020.0,12,1032.0,1995
8389,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 14,BC(G),3.0,GADE SESHAGIRI RAO,BJP,42.0,3,,3,1020.0,12,1032.0,1995
17663,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 14,BC(G),,NOTA,,10.0,4,,3,1020.0,12,1032.0,1995
8390,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 15,UR(G),1.0,SATYAM SAGAR G,IND,596.0,2,,4,1465.0,17,1482.0,2318
8391,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 15,UR(G),2.0,MADIREDDY VENKAT REDDY,TRS,757.0,1,Elected,4,1465.0,17,1482.0,2318
8392,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 15,UR(G),3.0,RAMIDI BHUPAL REDDY,INC,50.0,4,,4,1465.0,17,1482.0,2318
8393,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 15,UR(G),4.0,LINGAMPALLI NARESH BABU,BJP,52.0,3,,4,1465.0,17,1482.0,2318
17664,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 15,UR(G),,NOTA,,10.0,5,,4,1465.0,17,1482.0,2318
8394,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 16,ST(G),1.0,BADANAPURAM SRINIVAS,TRS,547.0,1,Elected,8,1019.0,5,1024.0,1903
8395,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 16,ST(G),2.0,GUGULOTH PAKEERA NAIK,BJP,80.0,5,,8,1019.0,5,1024.0,1903
8396,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 16,ST(G),3.0,BANOTH VENKANNA,IND,17.0,6,,8,1019.0,5,1024.0,1903
8397,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 16,ST(G),4.0,DEVASOTH TEEKAM RATHOD,IND,91.0,3,,8,1019.0,5,1024.0,1903
8398,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 16,ST(G),5.0,RAMULU DEERAVATH,IND,12.0,7,,8,1019.0,5,1024.0,1903
8399,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 16,ST(G),6.0,PANDU RATHLAVATH,INC,161.0,2,,8,1019.0,5,1024.0,1903
8400,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 16,ST(G),7.0,RAJU AZEEMERA,IND,11.0,8,,8,1019.0,5,1024.0,1903
8401,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 16,ST(G),8.0,MUDU DEVI,IND,89.0,4,,8,1019.0,5,1024.0,1903
17665,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 16,ST(G),,NOTA,,11.0,9,,8,1019.0,5,1024.0,1903
8402,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 17,UR(G),1.0,KOWKUTLA CHANDRA REDDY,TRS,781.0,1,Elected,5,1290.0,8,1298.0,1871
8403,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 17,UR(G),2.0,PARIMI PRAVEEN CHOWDARY,JDU,6.0,5,,5,1290.0,8,1298.0,1871
8404,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 17,UR(G),3.0,MUPPU SRINIVAS REDDY,INC,435.0,2,,5,1290.0,8,1298.0,1871
8405,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 17,UR(G),4.0,CHITYALA SRINIVAS REDDY,BJP,47.0,3,,5,1290.0,8,1298.0,1871
8406,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 17,UR(G),5.0,SHOBHA AGRAWATH,IND,15.0,4,,5,1290.0,8,1298.0,1871
17666,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 17,UR(G),,NOTA,,6.0,6,,5,1290.0,8,1298.0,1871
8407,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 18,SC(G),1.0,NIMMALA SRINIVAS,TRS,438.0,2,,5,1354.0,7,1361.0,2203
8408,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 18,SC(G),2.0,KUSUMALLA MALLESH,BJP,79.0,5,,5,1354.0,7,1361.0,2203
8409,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 18,SC(G),3.0,KISTANNAGARI LINGAM,TDP,161.0,3,,5,1354.0,7,1361.0,2203
8410,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 18,SC(G),4.0,PANGA HARIBABU,INC,551.0,1,Elected,5,1354.0,7,1361.0,2203
8411,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 18,SC(G),5.0,ENNAM CHANDRA MOHAN,IND,112.0,4,,5,1354.0,7,1361.0,2203
17667,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 18,SC(G),,NOTA,,13.0,6,,5,1354.0,7,1361.0,2203
8412,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 19,BC(G),1.0,SURVI SRINIVAS GOUD,IND,493.0,1,Elected,3,1183.0,10,1193.0,1957
8413,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 19,BC(G),2.0,CHINNAMRAJU SAINATH GOUD,TRS,356.0,2,,3,1183.0,10,1193.0,1957
8414,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 19,BC(G),3.0,GUDURU CHAKRAPANI GOUD,INC,328.0,3,,3,1183.0,10,1193.0,1957
17668,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 19,BC(G),,NOTA,,6.0,4,,3,1183.0,10,1193.0,1957
8340,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 2,BC(G),1.0,ELIJALA NAGESH,TRS,674.0,1,Elected,4,1720.0,12,1732.0,2074
8341,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 2,BC(G),2.0,KONDABOINA NAGARAJU,BJP,532.0,2,,4,1720.0,12,1732.0,2074
8342,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 2,BC(G),3.0,POTTA SRISAILAM,INC,488.0,3,,4,1720.0,12,1732.0,2074
8343,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 2,BC(G),4.0,MUNUGANTI NARAYANA,IND,24.0,4,,4,1720.0,12,1732.0,2074
17651,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 2,BC(G),,NOTA,,2.0,5,,4,1720.0,12,1732.0,2074
8415,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 20,BC(W),1.0,ANNAMRAJU SUMITHRA,TRS,482.0,1,Elected,4,1009.0,4,1013.0,1941
8416,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 20,BC(W),2.0,LAVANYA NUCHU,INC,208.0,3,,4,1009.0,4,1013.0,1941
8417,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 20,BC(W),3.0,SRAVANTHI RAMGONI,BJP,245.0,2,,4,1009.0,4,1013.0,1941
8418,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 20,BC(W),4.0,JALABOINA KASTHURI,IND,72.0,4,,4,1009.0,4,1013.0,1941
17669,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 20,BC(W),,NOTA,,2.0,5,,4,1009.0,4,1013.0,1941
8344,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 3,SC(W),1.0,NEERUDU RENUKA,BJP,411.0,3,,3,1542.0,12,1554.0,2075
8345,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 3,SC(W),2.0,GOKA KALAVATHI,TRS,596.0,1,Elected,3,1542.0,12,1554.0,2075
8346,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 3,SC(W),3.0,NALLOLA LATHA,INC,530.0,2,,3,1542.0,12,1554.0,2075
17652,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 3,SC(W),,NOTA,,5.0,4,,3,1542.0,12,1554.0,2075
8347,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 4,BC(W),1.0,BUDHAVARAM TIRUVENGALA LAKSHMI,BJP,487.0,1,Elected,4,1407.0,13,1420.0,2174
8348,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 4,BC(W),2.0,POTTA SUBBA LAXMI,INC,406.0,3,,4,1407.0,13,1420.0,2174
8349,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 4,BC(W),3.0,JEMMALLA LAVANAYA,TRS,447.0,2,,4,1407.0,13,1420.0,2174
8350,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 4,BC(W),4.0,MUNUGANTI JYOTHI,IND,63.0,4,,4,1407.0,13,1420.0,2174
17653,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 4,BC(W),,NOTA,,4.0,5,,4,1407.0,13,1420.0,2174
8351,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 5,UR(W),1.0,ANNAMRAJU LAVANYA,TRS,494.0,1,Elected,4,1289.0,7,1296.0,2182
8352,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 5,UR(W),2.0,CHINNAM RAJU MOUNIKA,INC,249.0,3,,4,1289.0,7,1296.0,2182
8353,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 5,UR(W),3.0,ANITHA VOLLALA,BJP,177.0,4,,4,1289.0,7,1296.0,2182
8354,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 5,UR(W),4.0,KONDA SUJATHA,TDP,362.0,2,,4,1289.0,7,1296.0,2182
17654,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 5,UR(W),,NOTA,,7.0,5,,4,1289.0,7,1296.0,2182
8355,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 6,UR(G),1.0,KOWKUTLA ANANTH REDDY,TRS,999.0,1,Elected,3,1340.0,13,1353.0,2339
8356,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 6,UR(G),2.0,BIKSHAPATHI PABBATHI,INC,50.0,3,,3,1340.0,13,1353.0,2339
8357,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 6,UR(G),3.0,KANDADI SATHI REDDY,BJP,282.0,2,,3,1340.0,13,1353.0,2339
17655,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 6,UR(G),,NOTA,,9.0,4,,3,1340.0,13,1353.0,2339
8358,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 7,UR(W),1.0,GUDURU SABITHA,TRS,0.0,1,Unanimous,1,0.0,0,0.0,
17656,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 7,UR(W),,NOTA,,0.0,2,,1,0.0,0,0.0,
8359,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 8,UR(W),1.0,KOWKUTLA MAMTHA,IND,664.0,1,Elected,4,1233.0,12,1245.0,2125
8360,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 8,UR(W),2.0,PALADUGALA PADMA,INC,27.0,4,,4,1233.0,12,1245.0,2125
8361,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 8,UR(W),3.0,TELLA RADHIKA,TRS,428.0,2,,4,1233.0,12,1245.0,2125
8362,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 8,UR(W),4.0,NALINI BURRA,BJP,108.0,3,,4,1233.0,12,1245.0,2125
17657,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 8,UR(W),,NOTA,,6.0,5,,4,1233.0,12,1245.0,2125
8363,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 9,UR(W),1.0,KOMIRELLY ANITHA,TRS,688.0,1,Elected,4,1224.0,8,1232.0,2174
8364,Telangana,2020,0,Medchal-Malkajgiri,MCL,70,Nagaram,, 9,UR(W),2.0,ANURADHA TEEPIREDDY,BJP,202.0,3,,4,1224.0,8,1232.0,2174
